"","c7","c8","c11","c12","c14","c17","c18","c1","c2","c5","c6","c9","c10","c15","c13","c16"
"CEACAM19",77,29,124,53,5,103,114,183,93,19,49,50,120,50,43,117
"CEACAM16",0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,30
"BCL3",191,467,907,1388,44,303,2038,338,84,145,475,381,1990,381,322,14399
"MIR8085",2,12,0,26,4,1,23,2,0,0,18,3,29,3,13,57
"CBLC",0,0,0,1,0,0,0,8,12,0,0,0,0,0,0,0
"BCAM",483,469,1636,1076,64,1785,1929,2026,1067,390,294,906,1357,906,510,9038
"NECTIN2",1653,1554,5529,3812,462,8890,6512,5512,6205,1109,1392,2887,6206,2887,2596,15125
"TOMM40",444,456,1637,1103,78,2526,1741,491,511,245,437,854,1813,854,635,8931
"APOE",91,153,378,391,16,182,466,167,133,83,128,425,392,425,84,4015
"APOC1",30,21,38,60,26,169,122,79,83,24,15,30,84,30,81,38
"APOC1P1",0,0,2,0,1,0,0,7,19,0,0,6,5,6,5,0
"APOC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APOC4-APOC2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"APOC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLPTM1",501,409,2404,1345,149,1449,2356,1824,751,384,378,1129,1802,1129,750,6405
"RELB",493,438,1641,888,51,850,989,408,540,223,423,811,1317,811,411,4161
"CLASRP",360,371,937,855,51,696,1313,832,468,166,330,621,1145,621,236,4856
"ZNF296",3,5,8,16,0,18,25,17,20,6,6,14,19,14,4,38
"GEMIN7",163,154,322,286,33,480,478,178,195,110,121,132,375,132,188,191
"LOC105372419",2,2,5,5,2,2,5,1,0,4,4,3,13,3,2,0
"PPP1R37",803,721,2257,1486,171,2594,2851,2441,2079,508,583,1338,2065,1338,799,13845
"NKPD1",6,7,8,19,0,15,14,42,36,6,4,19,9,19,8,60
"TRAPPC6A",152,138,365,404,71,563,562,379,539,85,97,263,400,263,164,1568
"BLOC1S3",212,194,518,356,56,592,599,248,130,132,152,391,535,391,258,1230
"EXOC3L2",5,0,8,0,1,6,4,12,4,4,6,10,13,10,3,65
"MARK4",601,537,2055,1283,130,1768,2319,1445,354,398,565,966,1932,966,665,11441
"CKM",6,0,2,3,3,4,10,10,11,4,8,1,15,1,1,40
"KLC3",52,39,105,56,12,166,83,51,34,26,40,83,115,83,116,439
"ERCC2",609,489,1827,1044,166,3023,1886,1375,1121,363,423,952,1452,952,821,4425
"PPP1R13L",75,90,266,188,19,602,386,174,46,45,89,151,259,151,145,2735
"CD3EAP",29,61,88,173,8,141,192,42,39,23,26,51,197,51,58,152
"ERCC1",1237,1004,2670,2333,271,4141,4435,3325,3100,836,1026,1537,3162,1537,1232,10808
"MIR6088",0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
"FOSB",6,169,29,692,382,63,6372,1324,383,1,92,80,506,80,2453,18331
"RTN2",143,98,361,297,33,548,623,796,629,89,153,184,410,184,182,1030
"PPM1N",38,44,85,111,23,104,118,100,90,26,21,61,103,61,42,344
"VASP",1580,1391,4327,3429,468,7670,5972,4647,5639,990,1534,1972,5307,1972,2978,19670
"OPA3",548,496,1794,1158,157,2141,1848,959,535,321,557,1134,2123,1134,1097,3256
"GPR4",3,3,23,10,2,14,32,27,19,4,1,0,7,0,11,76
"EML2",731,521,2006,1336,168,1702,1495,852,1159,424,449,1472,1971,1472,700,1399
"MIR330",0,2,0,3,0,1,3,0,5,0,4,3,8,3,2,0
"EML2-AS1",17,9,31,39,1,31,26,55,40,12,13,13,40,13,22,163
"GIPR",14,19,34,37,2,18,30,40,36,11,9,24,43,24,11,83
"MIR642A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR642B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNRPD2",3404,2711,5534,6092,1663,7412,9908,6204,7076,2255,1881,3134,7421,3134,3629,4591
"QPCTL",294,240,884,486,120,1107,889,394,343,202,193,469,635,469,361,2739
"FBXO46",182,143,549,338,42,686,478,516,217,94,158,379,547,379,197,2174
"BHMG1",0,0,2,4,0,1,0,3,1,0,0,4,2,4,0,0
"SIX5",712,711,2371,1705,106,2186,1710,1619,1135,574,610,1619,2244,1619,715,8319
"DMPK",2427,1975,6267,4039,380,8335,7246,4211,3397,1264,2007,3775,5978,3775,2396,39055
"DMWD",821,787,2247,1602,94,2818,2527,1402,567,430,839,1391,2426,1391,997,12958
"RSPH6A",2,6,4,2,0,1,8,13,25,0,0,0,5,0,4,34
"SYMPK",1103,925,2978,1776,249,4570,3378,4672,3202,767,1003,1873,2874,1873,1469,6185
"FOXA3",0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0
"IRF2BP1",621,570,1887,1198,111,2729,1885,1647,1401,410,445,1122,1810,1122,655,10116
"MYPOP",77,69,287,193,14,238,278,158,56,49,40,130,257,130,79,1016
"NANOS2",0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0
"NOVA2",0,0,0,0,0,4,2,7,15,0,0,0,8,0,2,10
"CCDC61",146,130,403,259,30,581,476,366,429,88,125,285,379,285,167,2096
"MIR769",1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
"PGLYRP1",4,3,5,5,0,10,2,16,9,0,7,19,26,19,4,24
"IGFL4",0,0,0,1,0,0,0,2,1,0,0,0,2,0,4,0
"LOC400706",0,2,0,0,0,0,2,2,0,0,0,4,2,4,0,16
"IGFL3",5,4,6,11,14,88,67,2,1,1,1,1,9,1,45,83
"IGFL2",2,0,2,1,0,2,7,3,2,0,0,0,2,0,1,0
"IGFL2-AS1",0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0
"LOC93429",0,0,0,0,0,1,8,7,13,0,0,0,7,0,0,0
"IGFL1",0,0,0,0,0,0,0,4,6,0,0,0,2,0,0,0
"HIF3A",0,0,2,2,0,4,10,58,46,0,0,0,2,0,0,100
"PPP5C",467,454,1582,1093,134,2442,1957,1391,1380,373,359,801,1606,801,740,3661
"CCDC8",409,360,1287,853,68,1470,842,1842,1686,321,357,995,1572,995,462,2356
"PNMAL1",128,103,330,178,21,198,312,242,306,58,69,181,276,181,86,506
"PPP5D1",14,20,29,37,0,30,45,34,89,17,8,31,47,31,27,139
"PNMAL2",93,68,155,108,5,142,158,306,233,44,96,133,182,133,51,672
"CALM3",4608,4059,12301,7913,1199,13641,14862,13271,7168,2981,3230,6452,10145,6452,5604,38546
"PTGIR",493,480,1327,1072,91,1541,1237,469,327,235,420,919,1410,919,389,6861
"GNG8",0,0,3,4,0,0,2,0,0,0,0,1,6,1,2,0
"DACT3",599,593,1813,1461,106,2027,2019,973,456,325,532,919,1915,919,527,8467
"DACT3-AS1",3,9,7,9,0,4,9,1,2,3,8,4,22,4,0,5
"PRKD2",340,336,1053,721,62,1330,1255,1378,856,205,266,563,902,563,405,2341
"MIR320E",0,0,0,0,0,1,1,2,4,0,0,0,0,0,2,0
"STRN4",1428,1454,4214,2937,286,6984,5081,5012,3307,838,1221,2316,4148,2316,2048,16345
"FKRP",407,383,1319,886,100,2055,1737,849,677,255,425,706,1503,706,750,7437
"SLC1A5",2009,2402,7568,5984,1021,20452,10659,13389,8932,1829,1912,4014,9478,4014,6508,30335
"SNAR-E",0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
"AP2S1",1572,1369,3785,2937,541,6257,5874,5636,6977,1023,901,1833,3532,1833,1951,25037
"ARHGAP35",2131,1872,6525,3261,870,9075,6712,8560,5333,1407,1892,4039,5291,4039,5206,9506
"NPAS1",88,77,214,218,15,534,318,98,116,73,65,165,248,165,130,2366
"TMEM160",201,155,539,429,80,1081,912,75,90,115,114,269,552,269,252,3668
"ZC3H4",674,475,1963,964,164,1529,1217,966,532,426,535,1175,1588,1175,940,7108
"SAE1",2356,1953,5834,4209,1067,9932,7546,4681,5616,1571,1731,3606,5801,3606,4310,9281
"BBC3",532,836,1393,1979,127,1943,3338,2173,3143,328,436,1081,2167,1081,1305,18748
"MIR3190",0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,2
"MIR3191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC9",128,170,400,378,69,381,421,401,439,99,190,362,561,362,165,2510
"INAFM1",123,126,360,293,23,324,412,272,227,65,99,181,411,181,142,1575
"C5AR1",14,15,14,21,2,17,5,23,23,8,12,12,11,12,7,28
"C5AR2",0,0,0,0,0,0,0,6,5,0,0,0,2,0,0,0
"DHX34",260,229,707,424,50,849,647,706,476,210,310,385,790,385,286,2875
"MEIS3",1080,1016,3452,2587,126,5644,4137,3089,3772,727,743,1785,3357,1785,1104,19731
"SLC8A2",0,0,2,4,0,2,4,28,24,0,0,2,4,2,4,14
"KPTN",133,132,353,301,24,507,385,394,494,87,154,211,436,211,161,1069
"NAPA-AS1",37,20,42,62,4,25,62,31,67,7,14,51,66,51,19,58
"NAPA",857,815,2961,1943,145,4387,4511,3324,1962,540,628,1172,2476,1172,1124,5072
"ZNF541",0,5,2,5,0,11,6,37,48,0,2,4,17,4,1,42
"GLTSCR1",30,40,91,78,12,100,97,98,102,13,28,82,99,82,64,529
"EHD2",3802,3585,15763,7567,839,14629,14326,5532,2033,3057,2789,5570,11222,5570,6074,78173
"NOP53",1670,1453,4930,3481,503,8744,5444,4250,5237,1174,1123,3245,4499,3245,2200,43655
"SNORD23",5,6,12,14,0,13,17,3106,3676,5,8,4,22,4,2,19
"NOP53-AS1",7,8,7,13,1,11,15,7,1,3,1,8,11,8,3,9
"SELENOW",2534,2151,4601,4995,265,4951,7315,3581,3836,1765,1548,2556,6339,2556,1444,4122
"TPRX1",2,0,0,0,0,0,0,7,16,0,0,0,2,0,0,0
"CRX",0,0,0,0,0,0,0,24,22,0,0,0,4,0,0,0
"SULT2A1",0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0
"SNAR-A13_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A12_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C2_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C5_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C1_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A1_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A2_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C2_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C5_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A2_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A13_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A12_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C2_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C5_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-C1_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSPH1",0,0,0,0,0,0,0,2,7,0,0,0,2,0,0,0
"ELSPBP1",0,0,0,0,0,0,0,3,5,0,0,0,2,0,0,0
"CABP5",0,0,0,0,0,0,0,3,10,0,0,0,1,0,0,0
"PLA2G4C",142,197,459,257,22,225,313,91,79,62,107,253,365,253,68,363
"PLA2G4C-AS1",0,5,4,8,0,4,7,4,2,3,1,4,5,4,3,8
"LIG1",342,277,795,681,50,758,850,753,667,221,272,582,995,582,249,3321
"C19orf68",39,31,141,97,36,148,110,67,103,38,55,159,181,159,118,804
"CARD8",322,350,958,601,50,706,829,690,532,212,334,576,917,576,411,1276
"CARD8-AS1",26,17,62,54,7,62,108,26,35,15,13,27,58,27,26,91
"ZNF114",6,0,12,7,0,12,12,10,21,2,6,18,7,18,0,14
"CCDC114",11,10,30,27,2,16,20,32,51,14,5,33,30,33,3,34
"EMP3",3067,3008,6669,7416,1928,11151,12575,7221,7177,2005,2717,4842,10626,4842,4084,20319
"TMEM143",129,137,391,306,33,232,512,216,58,118,183,220,361,220,121,1351
"SYNGR4",0,0,0,0,0,0,3,7,7,0,0,0,4,0,2,0
"KDELR1",2493,2074,8023,5112,365,7404,8260,7139,2894,1725,1872,3747,6909,3747,2446,15929
"GRIN2D",34,35,75,96,18,133,134,61,58,27,30,75,125,75,65,720
"GRWD1",601,588,1536,1235,197,2804,2098,1680,1702,352,486,1045,1983,1045,988,6962
"KCNJ14",18,12,39,23,8,44,47,41,33,4,14,37,61,37,64,205
"CYTH2",1085,1116,2299,2908,308,3081,4345,3512,5174,604,1345,1998,4413,1998,1416,11112
"LMTK3",17,10,64,50,8,62,28,210,376,8,15,40,51,40,9,210
"SULT2B1",17,10,29,19,6,36,33,46,27,4,6,9,31,9,10,150
"FAM83E",0,2,0,0,3,0,4,17,14,0,0,3,3,3,3,28
"SPACA4",0,0,0,0,0,0,5,5,7,0,0,0,2,0,3,14
"RPL18",11837,9886,25087,22700,5460,40864,42438,27206,34610,7679,6855,13154,28326,13154,13465,70677
"SPHK2",170,162,562,365,66,831,741,335,275,118,150,317,544,317,237,3032
"DBP",268,283,795,572,28,468,1180,740,589,175,206,449,735,449,163,4782
"CA11",176,166,396,420,75,253,412,1162,1152,113,134,384,552,384,168,732
"SEC1P",17,16,34,9,6,7,21,41,7,15,6,13,20,13,3,66
"NTN5",4,9,19,13,0,13,14,14,20,0,0,10,18,10,4,40
"FUT2",22,4,25,6,4,13,9,14,33,12,11,23,23,23,4,8
"LOC105447645",4,0,5,8,0,10,0,2,4,1,0,6,5,6,1,24
"MAMSTR",105,73,233,143,24,247,236,423,214,65,54,149,261,149,66,1363
"RASIP1",14,18,46,40,0,43,40,115,78,11,10,26,39,26,16,288
"IZUMO1",0,0,3,2,0,0,0,8,6,0,0,0,4,0,0,0
"FUT1",4,3,12,2,0,26,7,50,48,2,4,10,10,10,10,8
"FGF21",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"BCAT2",336,297,953,653,60,1390,1449,1400,1384,248,233,589,923,589,458,883
"HSD17B14",151,114,357,284,60,500,875,405,438,63,115,300,410,300,154,2702
"PLEKHA4",507,442,1554,1089,182,688,1358,1539,1093,309,393,938,1508,938,520,6611
"PPP1R15A",1779,2426,4447,6978,1149,4322,13770,7503,14302,786,2361,2533,8077,2533,6448,39049
"TULP2",5,4,8,7,1,4,15,13,25,6,6,13,10,13,15,10
"NUCB1",5025,4776,16712,10574,998,18784,18634,21718,10968,3632,3842,11150,15933,11150,5468,31314
"NUCB1-AS1",2,2,5,2,0,0,3,1,0,0,0,1,3,1,0,0
"DHDH",2,3,4,6,0,4,19,11,16,5,0,6,9,6,1,64
"BAX",1428,1205,3609,3068,401,3735,3404,2547,2724,885,1088,2426,3985,2426,1372,6468
"FTL",67389,56912,152429,156437,7869,213192,291133,75466,55137,40699,41730,75732,163421,75732,70628,51886
"GYS1",979,775,2815,1558,204,4142,3490,1736,724,636,771,1458,2547,1458,1447,7187
"RUVBL2",1088,954,2777,2122,329,4961,3972,3689,4350,756,753,1867,2870,1867,1517,18273
"MIR6798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LHB",9,4,8,10,0,7,12,3,9,4,5,14,13,14,6,8
"LOC101059948",0,4,8,23,0,10,19,2,1,6,11,8,21,8,9,44
"CGB3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-G2",0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0
"CGB2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CGB1",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"SNAR-G1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CGB5",0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0
"CGB8",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,16
"CGB7",4,3,7,7,2,10,8,2,2,2,7,5,12,5,8,3
"NTF4",4,7,0,10,0,10,28,4,10,0,3,2,18,2,1,41
"KCNA7",2,2,2,0,0,6,4,19,35,0,4,5,2,5,0,18
"SNRNP70",2778,2545,6154,5614,522,5445,6087,4325,5867,1423,2502,5188,7454,5188,2030,34825
"LIN7B",36,43,92,68,6,146,148,111,112,39,29,48,117,48,19,538
"C19orf73",4,6,14,10,2,19,14,18,7,7,8,4,20,4,8,80
"PPFIA3",48,36,108,81,13,170,138,99,142,31,40,87,143,87,66,517
"HRC",6,5,12,11,0,14,4,9,30,0,7,8,12,8,2,12
"TRPM4",861,968,2715,1554,248,3490,2909,948,733,576,714,1688,2574,1688,1527,10193
"SLC6A16",49,29,97,66,5,85,144,100,29,47,57,81,114,81,74,56
"MIR4324",0,2,1,1,0,2,3,0,0,1,1,1,3,1,0,0
"CD37",11,4,20,15,4,29,29,7,16,12,15,35,27,35,34,58
"TEAD2",689,591,1697,1437,191,2747,2380,3118,2489,420,570,1060,2126,1060,885,3067
"DKKL1",12,18,41,31,3,21,36,21,50,6,7,12,44,12,9,80
"LOC101928295",7,2,16,8,0,11,25,6,12,4,0,13,15,13,8,0
"CCDC155",0,0,0,1,0,0,0,14,21,0,0,0,2,0,0,0
"PTH2",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"GFY",0,0,0,2,0,0,0,6,10,0,0,0,2,0,0,0
"SLC17A7",1,1,12,0,0,2,4,12,34,0,0,4,9,4,2,0
"PIH1D1",874,778,2427,1998,321,2974,3139,3017,3600,642,576,1818,2657,1818,965,3183
"ALDH16A1",424,377,1303,879,45,1852,1463,970,1108,212,311,1012,1097,1012,391,7362
"FLT3LG",320,273,775,517,43,460,736,514,299,166,213,424,762,424,148,2315
"RPL13A",5335,3947,11783,9695,1775,18333,18936,14055,18572,3410,3389,5138,12244,5138,7483,18414
"RPL13AP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD32A",82,52,52,78,21,60,89,60326,103424,44,39,52,73,52,32,19
"SNORD33",61,52,37,23,35,18,17,56977,74064,42,36,15,28,15,34,43
"SNORD34",13,6,8,10,2,6,9,23571,44559,1,6,4,13,4,2,0
"SNORD35A",49,22,25,49,30,46,31,34976,53238,19,36,9,62,9,24,14
"RPS11",20954,16015,40775,49746,7891,58203,82617,22672,24258,14061,12464,26640,58772,26640,19210,42769
"SNORD35B",48,32,53,80,19,39,76,61080,97945,23,22,27,63,27,28,80
"MIR150",0,0,1,0,0,0,0,1,5,0,0,4,8,4,1,0
"FCGRT",3013,2927,8882,6200,478,8533,10280,7715,7951,2047,2424,5319,8288,5319,2539,34394
"RCN3",2878,2753,10008,6296,698,11273,9955,9511,8710,1902,2164,6653,8695,6653,3544,74173
"NOSIP",709,570,1810,1455,203,3231,2862,1778,2198,448,424,1172,2000,1172,821,6052
"PRRG2",14,12,17,16,9,12,22,14,29,8,9,26,24,26,6,22
"PRR12",187,132,629,347,36,426,430,327,105,103,136,322,551,322,187,3261
"RRAS",1750,1573,4368,3100,236,5595,4975,3695,2089,1245,1135,1772,3687,1772,1459,6945
"SCAF1",1051,1027,4207,2455,370,4464,3646,1985,755,689,889,2424,3753,2424,1364,25101
"IRF3",858,885,2072,1924,129,2556,2884,1878,2138,446,883,1604,3280,1604,905,9384
"BCL2L12",56,83,158,266,33,109,276,77,90,23,89,150,407,150,92,734
"PRMT1",2505,2320,6025,5283,737,10080,9414,6372,7516,1540,1930,4420,6925,4420,3094,7465
"MIR5088",0,0,0,0,0,0,0,5,14,0,0,0,1,0,0,0
"ADM5",12,16,11,30,0,14,41,38,48,4,43,30,68,30,31,271
"CPT1C",926,772,2255,1477,191,2530,2276,1957,1355,606,660,1287,2128,1287,796,2131
"TSKS",5,6,17,26,0,23,17,42,60,0,6,6,14,6,6,91
"AP2A1",3313,3159,10313,5571,417,13417,10837,7757,3292,2099,2574,4982,8284,4982,3288,31939
"MIR6799",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FUZ",325,321,824,575,35,950,951,1153,1109,228,239,535,846,535,248,2779
"MED25",361,335,1258,791,60,1504,1493,609,257,226,302,658,1103,658,284,8612
"MIR6800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTOV1-AS1",199,200,505,318,16,584,558,159,124,152,213,260,474,260,299,841
"PTOV1",1495,1284,4065,3251,167,4912,5110,4258,3630,815,1076,1866,3765,1866,1144,20454
"MIR4749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTOV1-AS2",168,106,240,312,16,141,258,130,134,67,182,267,359,267,65,566
"PNKP",396,335,926,864,61,1193,1228,775,734,259,349,574,1130,574,271,3986
"AKT1S1",405,341,1394,857,108,815,1239,1085,526,228,322,695,1185,695,483,4397
"TBC1D17",337,367,1122,748,101,1080,1284,479,181,235,339,628,858,628,423,3517
"MIR4750",0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,4
"IL4I1",24,18,62,35,0,10,35,30,19,11,17,57,57,57,4,142
"NUP62",874,737,2780,1387,174,2805,2438,2691,855,566,605,1338,2143,1338,917,4385
"ATF5",586,518,1721,1312,133,1113,1793,1050,428,285,380,1123,1547,1123,515,5739
"MIR4751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SIGLEC11",0,0,0,0,0,0,0,6,19,0,0,1,5,1,0,0
"SIGLEC16",1,2,7,8,0,7,9,18,16,5,9,18,12,18,17,28
"VRK3",520,354,1258,840,80,1496,1459,1373,958,335,403,684,1270,684,489,1291
"ZNF473",224,165,548,346,29,632,521,497,409,168,200,402,574,402,237,447
"LOC400710",12,5,20,19,2,10,23,24,37,8,10,17,25,17,0,16
"SNAR-A9_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A5_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A4_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A7_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A6_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A10_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A14_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A11_dup6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A9_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A8_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAR-A3_dup7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
